model,distance,density,seed,sample_id,correct,pred,label,layer,signal_attention_mass,attention_entropy
longformer,20,1,1,11,1,0,0,9,0.0,3.6472949105359476e-09
longformer,20,1,1,11,1,0,0,10,0.0,3.6472949105359476e-09
longformer,20,1,1,11,1,0,0,11,0.0,3.6472949105359476e-09
longformer,20,1,1,12,0,1,0,0,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,1,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,2,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,3,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,4,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,5,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,6,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,7,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,8,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,9,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,10,0.0,3.6749259191282135e-09
longformer,20,1,1,12,0,1,0,11,0.0,3.6749259191282135e-09
longformer,20,1,1,13,0,1,0,0,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,1,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,2,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,3,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,4,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,5,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,6,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,7,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,8,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,9,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,10,0.0,3.6472949105359476e-09
longformer,20,1,1,13,0,1,0,11,0.0,3.6472949105359476e-09
longformer,20,1,1,14,0,3,2,0,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,1,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,2,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,3,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,4,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,5,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,6,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,7,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,8,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,9,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,10,0.0,3.2328291155181432e-09
longformer,20,1,1,14,0,3,2,11,0.0,3.2328291155181432e-09
longformer,20,1,1,15,0,1,3,0,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,1,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,2,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,3,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,4,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,5,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,6,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,7,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,8,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,9,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,10,0.0,3.315722363339546e-09
longformer,20,1,1,15,0,1,3,11,0.0,3.315722363339546e-09
longformer,20,1,1,16,0,2,1,0,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,1,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,2,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,3,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,4,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,5,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,6,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,7,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,8,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,9,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,10,0.0,2.403898635705559e-09
longformer,20,1,1,16,0,2,1,11,0.0,2.403898635705559e-09
longformer,20,1,1,17,0,3,1,0,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,1,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,2,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,3,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,4,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,5,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,6,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,7,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,8,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,9,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,10,0.0,3.122305525238289e-09
longformer,20,1,1,17,0,3,1,11,0.0,3.122305525238289e-09
longformer,20,1,1,18,1,2,2,0,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,1,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,2,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,3,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,4,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,5,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,6,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,7,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,8,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,9,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,10,0.0,3.398615611160949e-09
longformer,20,1,1,18,1,2,2,11,0.0,3.398615611160949e-09
longformer,20,1,1,19,0,3,0,0,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,1,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,2,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,3,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,4,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,5,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,6,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,7,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,8,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,9,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,10,0.0,3.4538778503900858e-09
longformer,20,1,1,19,0,3,0,11,0.0,3.4538778503900858e-09
longformer,20,1,1,20,1,1,1,0,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,1,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,2,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,3,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,4,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,5,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,6,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,7,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,8,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,9,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,10,0.0,3.260460346155014e-09
longformer,20,1,1,20,1,1,1,11,0.0,3.260460346155014e-09
longformer,20,1,1,21,1,2,2,0,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,1,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,2,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,3,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,4,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,5,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,6,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,7,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,8,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,9,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,10,0.0,3.6196639019436816e-09
longformer,20,1,1,21,1,2,2,11,0.0,3.6196639019436816e-09
longformer,20,1,1,22,1,0,0,0,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,1,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,2,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,3,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,4,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,5,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,6,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,7,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,8,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,9,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,10,0.0,3.0117810467800155e-09
longformer,20,1,1,22,1,0,0,11,0.0,3.0117810467800155e-09
longformer,20,1,1,23,0,2,3,0,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,1,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,2,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,3,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,4,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,5,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,6,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,7,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,8,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,9,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,10,0.0,2.652577935080558e-09
longformer,20,1,1,23,0,2,3,11,0.0,2.652577935080558e-09
longformer,20,1,1,24,0,3,2,0,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,1,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,2,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,3,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,4,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,5,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,6,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,7,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,8,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,9,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,10,0.0,2.7907329780418877e-09
longformer,20,1,1,24,0,3,2,11,0.0,2.7907329780418877e-09
longformer,20,1,1,25,0,0,2,0,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,1,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,2,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,3,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,4,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,5,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,6,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,7,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,8,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,9,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,10,0.0,3.0946742946014183e-09
longformer,20,1,1,25,0,0,2,11,0.0,3.0946742946014183e-09
longformer,20,1,1,26,0,1,3,0,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,1,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,2,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,3,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,4,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,5,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,6,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,7,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,8,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,9,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,10,0.0,3.260460346155014e-09
longformer,20,1,1,26,0,1,3,11,0.0,3.260460346155014e-09
longformer,20,1,1,27,0,2,1,0,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,1,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,2,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,3,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,4,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,5,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,6,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,7,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,8,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,9,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,10,0.0,3.5091398675746177e-09
longformer,20,1,1,27,0,2,1,11,0.0,3.5091398675746177e-09
longformer,20,1,1,28,1,3,3,0,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,1,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,2,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,3,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,4,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,5,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,6,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,7,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,8,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,9,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,10,0.0,3.5920328933514156e-09
longformer,20,1,1,28,1,3,3,11,0.0,3.5920328933514156e-09
longformer,20,1,1,29,0,3,2,0,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,1,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,2,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,3,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,4,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,5,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,6,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,7,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,8,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,9,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,10,0.0,3.5091398675746177e-09
longformer,20,1,1,29,0,3,2,11,0.0,3.5091398675746177e-09
longformer,20,1,1,30,1,3,3,0,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,1,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,2,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,3,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,4,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,5,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,6,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,7,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,8,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,9,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,10,0.0,3.288091132702675e-09
longformer,20,1,1,30,1,3,3,11,0.0,3.288091132702675e-09
longformer,20,1,1,31,0,0,2,0,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,1,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,2,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,3,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,4,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,5,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,6,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,7,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,8,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,9,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,10,0.0,3.785450175541882e-09
longformer,20,1,1,31,0,0,2,11,0.0,3.785450175541882e-09
longformer,20,1,1,32,1,1,1,0,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,1,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,2,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,3,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,4,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,5,0.0,3.315722363339546e-09
longformer,20,1,1,32,1,1,1,6,0.0,3.315722363339546e-09
