model,distance,density,seed,sample_id,correct,pred,label,layer,signal_attention_mass,attention_entropy
bert,20,1,1,7,0,2,0,3,0.06275270879268646,3.2961788177490234
bert,20,1,1,7,0,2,0,4,0.040439385920763016,2.6807005405426025
bert,20,1,1,7,0,2,0,5,0.025772906839847565,2.4092822074890137
bert,20,1,1,7,0,2,0,6,0.012858714908361435,2.7817487716674805
bert,20,1,1,7,0,2,0,7,0.004106719046831131,1.9327772855758667
bert,20,1,1,7,0,2,0,8,0.01381584070622921,2.1572601795196533
bert,20,1,1,7,0,2,0,9,0.02595389634370804,3.187603712081909
bert,20,1,1,7,0,2,0,10,0.05777249485254288,3.9145750999450684
bert,20,1,1,7,0,2,0,11,0.10372814536094666,3.358445405960083
bert,20,1,1,8,0,0,2,0,0.07109256833791733,4.050436973571777
bert,20,1,1,8,0,0,2,1,0.09099998325109482,3.8172106742858887
bert,20,1,1,8,0,0,2,2,0.051892511546611786,2.4935147762298584
bert,20,1,1,8,0,0,2,3,0.055321428924798965,3.1261563301086426
bert,20,1,1,8,0,0,2,4,0.026791637763381004,2.6954545974731445
bert,20,1,1,8,0,0,2,5,0.014738868921995163,2.314142942428589
bert,20,1,1,8,0,0,2,6,0.012731507420539856,2.7996535301208496
bert,20,1,1,8,0,0,2,7,0.002504113130271435,1.991281270980835
bert,20,1,1,8,0,0,2,8,0.007755530998110771,2.0333027839660645
bert,20,1,1,8,0,0,2,9,0.018405700102448463,3.1699204444885254
bert,20,1,1,8,0,0,2,10,0.03870357573032379,3.852820634841919
bert,20,1,1,8,0,0,2,11,0.09954557567834854,3.264014720916748
bert,20,1,1,9,1,3,3,0,0.11061599850654602,4.201696872711182
bert,20,1,1,9,1,3,3,1,0.10364770144224167,3.9684925079345703
bert,20,1,1,9,1,3,3,2,0.06216255575418472,2.689387559890747
bert,20,1,1,9,1,3,3,3,0.05680595338344574,3.244452476501465
bert,20,1,1,9,1,3,3,4,0.07437298446893692,2.6400036811828613
bert,20,1,1,9,1,3,3,5,0.024417076259851456,2.3457982540130615
bert,20,1,1,9,1,3,3,6,0.014205750077962875,2.5234198570251465
bert,20,1,1,9,1,3,3,7,0.0017353319562971592,1.713117003440857
bert,20,1,1,9,1,3,3,8,0.009547158144414425,1.8476319313049316
bert,20,1,1,9,1,3,3,9,0.02510664239525795,3.2990241050720215
bert,20,1,1,9,1,3,3,10,0.06049366667866707,4.075807094573975
bert,20,1,1,9,1,3,3,11,0.06710968911647797,3.754199981689453
bert,20,1,1,10,0,0,3,0,0.11399074643850327,3.9835190773010254
bert,20,1,1,10,0,0,3,1,0.1125754863023758,3.755387306213379
bert,20,1,1,10,0,0,3,2,0.04979418218135834,2.3755123615264893
bert,20,1,1,10,0,0,3,3,0.05881159007549286,3.069028377532959
bert,20,1,1,10,0,0,3,4,0.04115539789199829,2.604337215423584
bert,20,1,1,10,0,0,3,5,0.026617318391799927,2.279412031173706
bert,20,1,1,10,0,0,3,6,0.01754375360906124,2.7508606910705566
bert,20,1,1,10,0,0,3,7,0.004507817327976227,2.001718759536743
bert,20,1,1,10,0,0,3,8,0.012290935963392258,1.8670563697814941
bert,20,1,1,10,0,0,3,9,0.032557908445596695,3.0769248008728027
bert,20,1,1,10,0,0,3,10,0.05730587616562843,3.752272844314575
bert,20,1,1,10,0,0,3,11,0.15388642251491547,3.37288761138916
bert,20,1,1,11,1,0,0,0,0.2082439512014389,4.2412614822387695
bert,20,1,1,11,1,0,0,1,0.18132619559764862,3.9931182861328125
bert,20,1,1,11,1,0,0,2,0.09326781332492828,2.750918388366699
bert,20,1,1,11,1,0,0,3,0.09782956540584564,3.291151285171509
bert,20,1,1,11,1,0,0,4,0.07263040542602539,2.7398743629455566
bert,20,1,1,11,1,0,0,5,0.047202471643686295,2.3737101554870605
bert,20,1,1,11,1,0,0,6,0.030576113611459732,2.6668405532836914
bert,20,1,1,11,1,0,0,7,0.009409228339791298,1.8589799404144287
bert,20,1,1,11,1,0,0,8,0.02012883685529232,1.9435012340545654
bert,20,1,1,11,1,0,0,9,0.062130264937877655,3.289506435394287
bert,20,1,1,11,1,0,0,10,0.09518095850944519,4.008400917053223
bert,20,1,1,11,1,0,0,11,0.1404000073671341,3.5502071380615234
bert,20,1,1,12,0,2,0,0,0.2299754023551941,4.208550930023193
bert,20,1,1,12,0,2,0,1,0.24197937548160553,3.98512864112854
bert,20,1,1,12,0,2,0,2,0.13617248833179474,2.8259358406066895
bert,20,1,1,12,0,2,0,3,0.14071081578731537,3.3539257049560547
bert,20,1,1,12,0,2,0,4,0.0934075191617012,2.8014450073242188
bert,20,1,1,12,0,2,0,5,0.048890527337789536,2.4152512550354004
bert,20,1,1,12,0,2,0,6,0.031477171927690506,2.6590399742126465
bert,20,1,1,12,0,2,0,7,0.006466236896812916,1.8747273683547974
bert,20,1,1,12,0,2,0,8,0.0266899261623621,2.0177319049835205
bert,20,1,1,12,0,2,0,9,0.07331443578004837,3.3625311851501465
bert,20,1,1,12,0,2,0,10,0.11094260215759277,3.951810121536255
bert,20,1,1,12,0,2,0,11,0.25798583030700684,3.4810376167297363
bert,20,1,1,13,1,0,0,0,0.19374951720237732,4.22551965713501
bert,20,1,1,13,1,0,0,1,0.19320817291736603,3.986400604248047
bert,20,1,1,13,1,0,0,2,0.08905022591352463,2.757848024368286
bert,20,1,1,13,1,0,0,3,0.09432093799114227,3.359509229660034
bert,20,1,1,13,1,0,0,4,0.07081396877765656,2.732023000717163
bert,20,1,1,13,1,0,0,5,0.04381546378135681,2.3967838287353516
bert,20,1,1,13,1,0,0,6,0.03784404695034027,2.6873250007629395
bert,20,1,1,13,1,0,0,7,0.008625461719930172,1.9350311756134033
bert,20,1,1,13,1,0,0,8,0.026164360344409943,2.0562548637390137
bert,20,1,1,13,1,0,0,9,0.0676230937242508,3.4324920177459717
bert,20,1,1,13,1,0,0,10,0.09737102687358856,4.097556114196777
bert,20,1,1,13,1,0,0,11,0.1878606379032135,3.5853312015533447
bert,20,1,1,14,1,2,2,0,0.06507498025894165,4.0257062911987305
bert,20,1,1,14,1,2,2,1,0.08405709266662598,3.7517318725585938
bert,20,1,1,14,1,2,2,2,0.04864032566547394,2.5839667320251465
bert,20,1,1,14,1,2,2,3,0.051204659044742584,3.165837049484253
bert,20,1,1,14,1,2,2,4,0.06436172127723694,2.5905990600585938
bert,20,1,1,14,1,2,2,5,0.02040678821504116,2.4463956356048584
bert,20,1,1,14,1,2,2,6,0.021353863179683685,2.7315285205841064
bert,20,1,1,14,1,2,2,7,0.0031581325456500053,1.8399852514266968
bert,20,1,1,14,1,2,2,8,0.009895887225866318,1.8161786794662476
bert,20,1,1,14,1,2,2,9,0.030652260407805443,3.318333148956299
bert,20,1,1,14,1,2,2,10,0.045386411249637604,3.8425521850585938
bert,20,1,1,14,1,2,2,11,0.07363206893205643,3.378350257873535
bert,20,1,1,15,1,3,3,0,0.31041884422302246,4.078009128570557
bert,20,1,1,15,1,3,3,1,0.3256852924823761,3.8717331886291504
bert,20,1,1,15,1,3,3,2,0.17131170630455017,2.6831486225128174
bert,20,1,1,15,1,3,3,3,0.17083251476287842,3.229336738586426
bert,20,1,1,15,1,3,3,4,0.155117005109787,2.6417648792266846
bert,20,1,1,15,1,3,3,5,0.05881914868950844,2.2287800312042236
bert,20,1,1,15,1,3,3,6,0.050640612840652466,2.590675115585327
bert,20,1,1,15,1,3,3,7,0.01288162637501955,1.8022334575653076
bert,20,1,1,15,1,3,3,8,0.03404860198497772,1.9317991733551025
bert,20,1,1,15,1,3,3,9,0.10194513201713562,3.2529187202453613
bert,20,1,1,15,1,3,3,10,0.14153718948364258,3.811937093734741
bert,20,1,1,15,1,3,3,11,0.2825770974159241,3.4532089233398438
bert,20,1,1,16,0,0,1,0,0.13704775273799896,3.7565109729766846
bert,20,1,1,16,0,0,1,1,0.13040465116500854,3.5712451934814453
bert,20,1,1,16,0,0,1,2,0.06772101670503616,2.3573808670043945
bert,20,1,1,16,0,0,1,3,0.06560546904802322,3.019834280014038
bert,20,1,1,16,0,0,1,4,0.03939756006002426,2.6104259490966797
bert,20,1,1,16,0,0,1,5,0.026005584746599197,2.288553476333618
bert,20,1,1,16,0,0,1,6,0.020156338810920715,2.6798148155212402
bert,20,1,1,16,0,0,1,7,0.004797985311597586,1.9705791473388672
bert,20,1,1,16,0,0,1,8,0.01908467337489128,1.932357907295227
bert,20,1,1,16,0,0,1,9,0.04100032523274422,3.099195957183838
bert,20,1,1,16,0,0,1,10,0.08283882588148117,3.723672866821289
bert,20,1,1,16,0,0,1,11,0.20559701323509216,3.3510446548461914
bert,20,1,1,17,0,2,1,0,0.11651802062988281,4.048836708068848
bert,20,1,1,17,0,2,1,1,0.10461293905973434,3.8320798873901367
bert,20,1,1,17,0,2,1,2,0.05788756161928177,2.7021074295043945
bert,20,1,1,17,0,2,1,3,0.06686580181121826,3.1688501834869385
bert,20,1,1,17,0,2,1,4,0.02911093458533287,2.572300672531128
bert,20,1,1,17,0,2,1,5,0.020724937319755554,2.329360246658325
bert,20,1,1,17,0,2,1,6,0.01912178471684456,2.804290294647217
bert,20,1,1,17,0,2,1,7,0.0036755772307515144,1.9743638038635254
bert,20,1,1,17,0,2,1,8,0.010011136531829834,1.9078112840652466
bert,20,1,1,17,0,2,1,9,0.025355922058224678,3.3253047466278076
bert,20,1,1,17,0,2,1,10,0.052384473383426666,3.8438425064086914
bert,20,1,1,17,0,2,1,11,0.10364305973052979,3.4332809448242188
bert,20,1,1,18,0,1,2,0,0.26826274394989014,4.107187271118164
bert,20,1,1,18,0,1,2,1,0.2650362551212311,3.8591909408569336
bert,20,1,1,18,0,1,2,2,0.12063515186309814,2.588733434677124
bert,20,1,1,18,0,1,2,3,0.13004076480865479,3.209775447845459
bert,20,1,1,18,0,1,2,4,0.11254606395959854,2.6863389015197754
bert,20,1,1,18,0,1,2,5,0.04024587199091911,2.19636869430542
bert,20,1,1,18,0,1,2,6,0.03499957546591759,2.5525388717651367
bert,20,1,1,18,0,1,2,7,0.008460765704512596,1.7413017749786377
bert,20,1,1,18,0,1,2,8,0.0195918045938015,1.7093547582626343
bert,20,1,1,18,0,1,2,9,0.06630048900842667,3.1003947257995605
bert,20,1,1,18,0,1,2,10,0.12140385806560516,3.84444260597229
bert,20,1,1,18,0,1,2,11,0.1828078031539917,3.3407537937164307
bert,20,1,1,19,0,3,0,0,0.15834031999111176,4.154141426086426
bert,20,1,1,19,0,3,0,1,0.16525641083717346,3.92337965965271
bert,20,1,1,19,0,3,0,2,0.08938317000865936,2.688567638397217
bert,20,1,1,19,0,3,0,3,0.08995845168828964,3.2378008365631104
bert,20,1,1,19,0,3,0,4,0.060875825583934784,2.751906156539917
bert,20,1,1,19,0,3,0,5,0.03470519185066223,2.3071963787078857
bert,20,1,1,19,0,3,0,6,0.034824736416339874,2.6827926635742188
bert,20,1,1,19,0,3,0,7,0.008481694385409355,1.8854784965515137
bert,20,1,1,19,0,3,0,8,0.02377476543188095,2.0169389247894287
bert,20,1,1,19,0,3,0,9,0.05939473584294319,3.379429578781128
bert,20,1,1,19,0,3,0,10,0.09056544303894043,3.9444797039031982
bert,20,1,1,19,0,3,0,11,0.10928396880626678,3.4622621536254883
bert,20,1,1,20,0,0,1,0,0.10964144766330719,4.0416646003723145
bert,20,1,1,20,0,0,1,1,0.10997547209262848,3.8068432807922363
bert,20,1,1,20,0,0,1,2,0.04979383945465088,2.4786744117736816
bert,20,1,1,20,0,0,1,3,0.05793486163020134,3.152794361114502
bert,20,1,1,20,0,0,1,4,0.045614492148160934,2.6347274780273438
bert,20,1,1,20,0,0,1,5,0.021777449175715446,2.2614965438842773
bert,20,1,1,20,0,0,1,6,0.012417729943990707,2.7264158725738525
bert,20,1,1,20,0,0,1,7,0.0036053848452866077,1.927917718887329
bert,20,1,1,20,0,0,1,8,0.009599968791007996,1.95728600025177
bert,20,1,1,20,0,0,1,9,0.025308726355433464,3.099778175354004
bert,20,1,1,20,0,0,1,10,0.05422089993953705,3.7608962059020996
bert,20,1,1,20,0,0,1,11,0.10153770446777344,3.2954578399658203
bert,20,1,1,21,0,3,2,0,0.10318231582641602,4.240423679351807
bert,20,1,1,21,0,3,2,1,0.0998304933309555,3.986729145050049
bert,20,1,1,21,0,3,2,2,0.05713336542248726,2.788557529449463
bert,20,1,1,21,0,3,2,3,0.06639364361763,3.355409860610962
bert,20,1,1,21,0,3,2,4,0.03357894346117973,2.7689929008483887
bert,20,1,1,21,0,3,2,5,0.02089953050017357,2.2937896251678467
bert,20,1,1,21,0,3,2,6,0.013995986431837082,2.6489150524139404
bert,20,1,1,21,0,3,2,7,0.003618534654378891,1.8720623254776
bert,20,1,1,21,0,3,2,8,0.012803471647202969,2.008028507232666
bert,20,1,1,21,0,3,2,9,0.029589779675006866,3.3874731063842773
bert,20,1,1,21,0,3,2,10,0.04312767833471298,4.036991119384766
bert,20,1,1,21,0,3,2,11,0.10643993318080902,3.6030383110046387
bert,20,1,1,22,0,1,0,0,0.11012040823698044,3.9798061847686768
bert,20,1,1,22,0,1,0,1,0.12566512823104858,3.7552268505096436
bert,20,1,1,22,0,1,0,2,0.06258343905210495,2.5282723903656006
bert,20,1,1,22,0,1,0,3,0.05837586149573326,3.1411073207855225
bert,20,1,1,22,0,1,0,4,0.05739525705575943,2.6938929557800293
bert,20,1,1,22,0,1,0,5,0.024316273629665375,2.333448886871338
bert,20,1,1,22,0,1,0,6,0.020465292036533356,2.7468175888061523
bert,20,1,1,22,0,1,0,7,0.005578589625656605,2.0449209213256836
bert,20,1,1,22,0,1,0,8,0.01552506722509861,2.1612672805786133
bert,20,1,1,22,0,1,0,9,0.03636517375707626,3.4430017471313477
bert,20,1,1,22,0,1,0,10,0.06686753034591675,3.934011697769165
bert,20,1,1,22,0,1,0,11,0.10152007639408112,3.4974913597106934
bert,20,1,1,23,1,3,3,0,0.10640688240528107,3.819122076034546
bert,20,1,1,23,1,3,3,1,0.09784995019435883,3.59641695022583
bert,20,1,1,23,1,3,3,2,0.05552973598241806,2.4884743690490723
bert,20,1,1,23,1,3,3,3,0.06407908350229263,3.018213987350464
bert,20,1,1,23,1,3,3,4,0.04393036663532257,2.5949745178222656
bert,20,1,1,23,1,3,3,5,0.027644306421279907,2.2794041633605957
bert,20,1,1,23,1,3,3,6,0.02187158726155758,2.734102249145508
bert,20,1,1,23,1,3,3,7,0.0036753658205270767,1.867569923400879
bert,20,1,1,23,1,3,3,8,0.0148556437343359,1.8573368787765503
bert,20,1,1,23,1,3,3,9,0.035780224949121475,3.128490686416626
bert,20,1,1,23,1,3,3,10,0.040615566074848175,3.5858068466186523
bert,20,1,1,23,1,3,3,11,0.07889381051063538,3.472262382507324
bert,20,1,1,24,0,1,2,0,0.13639269769191742,3.9165868759155273
bert,20,1,1,24,0,1,2,1,0.1225651428103447,3.7119717597961426
bert,20,1,1,24,0,1,2,2,0.05918259546160698,2.4691245555877686
bert,20,1,1,24,0,1,2,3,0.08232355117797852,3.0639894008636475
bert,20,1,1,24,0,1,2,4,0.08464662730693817,2.6370973587036133
bert,20,1,1,24,0,1,2,5,0.03188978508114815,2.2817599773406982
bert,20,1,1,24,0,1,2,6,0.020609546452760696,2.652688980102539
bert,20,1,1,24,0,1,2,7,0.0037279115058481693,1.870802402496338
bert,20,1,1,24,0,1,2,8,0.01700007915496826,1.8812475204467773
bert,20,1,1,24,0,1,2,9,0.04999859631061554,3.277674674987793
bert,20,1,1,24,0,1,2,10,0.07487579435110092,3.761847496032715
bert,20,1,1,24,0,1,2,11,0.11056176573038101,2.8398003578186035
bert,20,1,1,25,0,3,2,0,0.1176389753818512,4.037941932678223
bert,20,1,1,25,0,3,2,1,0.11025145649909973,3.7706832885742188
bert,20,1,1,25,0,3,2,2,0.06495815515518188,2.5430827140808105
bert,20,1,1,25,0,3,2,3,0.0777704268693924,3.1397154331207275
bert,20,1,1,25,0,3,2,4,0.050978779792785645,2.5091195106506348
bert,20,1,1,25,0,3,2,5,0.02866087481379509,2.383721113204956
bert,20,1,1,25,0,3,2,6,0.02376697026193142,2.794412136077881
bert,20,1,1,25,0,3,2,7,0.0042499760165810585,1.9460121393203735
bert,20,1,1,25,0,3,2,8,0.011796999722719193,1.7780207395553589
bert,20,1,1,25,0,3,2,9,0.02823449671268463,3.229421615600586
bert,20,1,1,25,0,3,2,10,0.0506526418030262,3.8377370834350586
bert,20,1,1,25,0,3,2,11,0.07786861062049866,3.31325101852417
bert,20,1,1,26,1,3,3,0,0.11740551143884659,4.121113300323486
bert,20,1,1,26,1,3,3,1,0.11070932447910309,3.832186698913574
bert,20,1,1,26,1,3,3,2,0.05821496993303299,2.522996425628662
bert,20,1,1,26,1,3,3,3,0.0600505992770195,3.1705238819122314
bert,20,1,1,26,1,3,3,4,0.05207935720682144,2.6410157680511475
bert,20,1,1,26,1,3,3,5,0.01913466490805149,2.384751558303833
bert,20,1,1,26,1,3,3,6,0.014968899078667164,2.777132034301758
bert,20,1,1,26,1,3,3,7,0.003022957593202591,1.9108037948608398
bert,20,1,1,26,1,3,3,8,0.011170804500579834,1.92182195186615
bert,20,1,1,26,1,3,3,9,0.027791742235422134,3.2971768379211426
bert,20,1,1,26,1,3,3,10,0.044375162571668625,3.968486785888672
bert,20,1,1,26,1,3,3,11,0.14414967596530914,3.486464500427246
bert,20,1,1,27,1,1,1,0,0.21122139692306519,4.134218692779541
bert,20,1,1,27,1,1,1,1,0.1928347647190094,3.8757925033569336
bert,20,1,1,27,1,1,1,2,0.09552910178899765,2.5940189361572266
bert,20,1,1,27,1,1,1,3,0.09833918511867523,3.2750253677368164
bert,20,1,1,27,1,1,1,4,0.06907958537340164,2.6886863708496094
bert,20,1,1,27,1,1,1,5,0.03329911082983017,2.351060628890991
bert,20,1,1,27,1,1,1,6,0.027293246239423752,2.6643924713134766
bert,20,1,1,27,1,1,1,7,0.0074815452098846436,1.7758102416992188
bert,20,1,1,27,1,1,1,8,0.01749119535088539,1.8653472661972046
bert,20,1,1,27,1,1,1,9,0.049717750400304794,3.1439743041992188
bert,20,1,1,27,1,1,1,10,0.09793537110090256,3.8730759620666504
bert,20,1,1,27,1,1,1,11,0.1633421629667282,3.3595328330993652
bert,20,1,1,28,1,3,3,0,0.15730717778205872,4.1351318359375
bert,20,1,1,28,1,3,3,1,0.12830209732055664,3.8554301261901855
bert,20,1,1,28,1,3,3,2,0.06336942315101624,2.5611817836761475
bert,20,1,1,28,1,3,3,3,0.06630351394414902,3.17915678024292
bert,20,1,1,28,1,3,3,4,0.056348688900470734,2.6966967582702637
bert,20,1,1,28,1,3,3,5,0.027984632179141045,2.37794828414917
bert,20,1,1,28,1,3,3,6,0.017556700855493546,2.755988597869873
bert,20,1,1,28,1,3,3,7,0.0034560500644147396,1.779248833656311
bert,20,1,1,28,1,3,3,8,0.017718296498060226,1.987201452255249
bert,20,1,1,28,1,3,3,9,0.03176572173833847,3.2381811141967773
bert,20,1,1,28,1,3,3,10,0.06003004312515259,3.8764753341674805
bert,20,1,1,28,1,3,3,11,0.13864922523498535,3.4478471279144287
bert,20,1,1,29,0,0,2,0,0.11309204995632172,4.097733974456787
bert,20,1,1,29,0,0,2,1,0.10424323379993439,3.841928243637085
bert,20,1,1,29,0,0,2,2,0.05594625324010849,2.552785873413086
bert,20,1,1,29,0,0,2,3,0.06606973707675934,3.2120156288146973
bert,20,1,1,29,0,0,2,4,0.05919411778450012,2.737355947494507
bert,20,1,1,29,0,0,2,5,0.020716946572065353,2.239549398422241
bert,20,1,1,29,0,0,2,6,0.009863395243883133,2.4788272380828857
bert,20,1,1,29,0,0,2,7,0.003236014163121581,1.8597745895385742
bert,20,1,1,29,0,0,2,8,0.012765753082931042,1.8199892044067383
bert,20,1,1,29,0,0,2,9,0.0258512943983078,2.970284938812256
bert,20,1,1,29,0,0,2,10,0.05608866363763809,3.838667392730713
bert,20,1,1,29,0,0,2,11,0.11364392936229706,3.4640378952026367
bert,20,1,1,30,1,3,3,0,0.07821264863014221,4.037727355957031
bert,20,1,1,30,1,3,3,1,0.0912923812866211,3.757051944732666
bert,20,1,1,30,1,3,3,2,0.05141882598400116,2.460907220840454
bert,20,1,1,30,1,3,3,3,0.05544791370630264,3.156654119491577
bert,20,1,1,30,1,3,3,4,0.0371677502989769,2.6030290126800537
bert,20,1,1,30,1,3,3,5,0.02602882869541645,2.4108333587646484
bert,20,1,1,30,1,3,3,6,0.020141519606113434,2.871800422668457
bert,20,1,1,30,1,3,3,7,0.004476579837501049,2.049288511276245
bert,20,1,1,30,1,3,3,8,0.017013046890497208,2.240952253341675
bert,20,1,1,30,1,3,3,9,0.024728387594223022,3.3792035579681396
bert,20,1,1,30,1,3,3,10,0.052611496299505234,3.967294216156006
bert,20,1,1,30,1,3,3,11,0.13138800859451294,3.484097957611084
bert,20,1,1,31,1,2,2,0,0.10095307230949402,4.202243328094482
bert,20,1,1,31,1,2,2,1,0.09675835072994232,3.937366485595703
bert,20,1,1,31,1,2,2,2,0.050150804221630096,2.729360580444336
bert,20,1,1,31,1,2,2,3,0.05246920511126518,3.315643548965454
bert,20,1,1,31,1,2,2,4,0.035912346094846725,2.7641358375549316
bert,20,1,1,31,1,2,2,5,0.0220100749284029,2.4727659225463867
bert,20,1,1,31,1,2,2,6,0.010120806284248829,2.7076947689056396
bert,20,1,1,31,1,2,2,7,0.002581335138529539,1.886817216873169
